,index,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1393,1534,6.6,0.56,0.14,2.4,0.064,13.0,29.0,0.99397,3.42,0.62,11.7,7.0
1394,432,11.9,0.37,0.69,2.3,0.078,12.0,24.0,0.9958,3.0,0.65,12.8,6.0
1395,2905,,,,,,,,,,,,
1396,1064,8.2,0.74,0.09,2.0,0.067,5.0,10.0,0.99418,3.28,0.57,11.8,6.0
1397,1832,,,,,,,,,,,,
1398,2138,,,,,,,,,,,,
1399,4880,,,,,,,,,,,,
1400,2935,,,,,,,,,,,,
1401,2648,,,,,,,,,,,,
1402,3657,,,,,,,,,,,,
1403,3377,,,,,,,,,,,,
1404,2576,,,,,,,,,,,,
1405,3352,,,,,,,,,,,,
1406,2250,,,,,,,,,,,,
1407,3481,,,,,,,,,,,,
1408,2924,,,,,,,,,,,,
1409,3939,,,,,,,,,,,,
1410,1569,6.2,0.51,0.14,1.9,0.055999999999999994,15.0,34.0,0.9939600000000001,3.48,0.57,11.5,6.0
1411,2402,,,,,,,,,,,,
1412,2701,,,,,,,,,,,,
1413,851,9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,5.0
1414,1976,,,,,,,,,,,,
1415,3976,,,,,,,,,,,,
1416,3771,,,,,,,,,,,,
1417,1941,,,,,,,,,,,,
1418,3979,,,,,,,,,,,,
1419,4753,,,,,,,,,,,,
1420,262,8.0,0.52,0.03,1.7,0.07,10.0,35.0,0.99575,3.34,0.57,10.0,5.0
1421,1479,8.2,0.28,0.6,3.0,0.10400000000000001,10.0,22.0,0.99828,3.39,0.68,10.6,5.0
1422,3611,,,,,,,,,,,,
1423,197,11.5,0.3,0.6,2.0,0.067,12.0,27.0,0.9981,3.11,0.97,10.1,6.0
1424,3882,,,,,,,,,,,,
1425,923,6.8,0.41,0.31,8.8,0.084,26.0,45.0,0.99824,3.38,0.64,10.1,6.0
1426,1312,8.0,1.18,0.21,1.9,0.083,14.0,41.0,0.9953200000000001,3.34,0.47,10.5,5.0
1427,3930,,,,,,,,,,,,
1428,4430,,,,,,,,,,,,
1429,3816,,,,,,,,,,,,
1430,3332,,,,,,,,,,,,
1431,852,8.0,0.42,0.32,2.5,0.08,26.0,122.0,0.9980100000000001,3.22,1.07,9.7,5.0
1432,839,6.0,0.5,0.04,2.2,0.092,13.0,26.0,0.9964700000000001,3.46,0.47,10.0,5.0
1433,2024,,,,,,,,,,,,
1434,1506,6.8,0.81,0.05,2.0,0.07,6.0,14.0,0.9956200000000001,3.51,0.66,10.8,6.0
1435,1661,,,,,,,,,,,,
1436,3953,,,,,,,,,,,,
1437,246,7.1,0.68,0.07,1.9,0.075,16.0,51.0,0.99685,3.38,0.52,9.5,5.0
1438,2102,,,,,,,,,,,,
1439,243,15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,7.0
1440,758,8.1,0.87,0.0,2.2,0.084,10.0,31.0,0.99656,3.25,0.5,9.8,5.0
1441,3562,,,,,,,,,,,,
1442,4472,,,,,,,,,,,,
1443,4162,,,,,,,,,,,,
1444,1926,,,,,,,,,,,,
1445,2684,,,,,,,,,,,,
1446,578,8.8,0.47,0.49,2.9,0.085,17.0,110.0,0.9982,3.29,0.6,9.8,5.0
1447,3402,,,,,,,,,,,,
1448,4375,,,,,,,,,,,,
1449,1681,,,,,,,,,,,,
1450,1769,,,,,,,,,,,,
1451,2769,,,,,,,,,,,,
1452,2711,,,,,,,,,,,,
1453,1348,7.2,0.655,0.03,1.8,0.078,7.0,12.0,0.99587,3.34,0.39,9.5,5.0
1454,501,10.4,0.44,0.73,6.55,0.07400000000000001,38.0,76.0,0.9990000000000001,3.17,0.85,12.0,7.0
1455,3891,,,,,,,,,,,,
1456,3902,,,,,,,,,,,,
1457,3484,,,,,,,,,,,,
1458,4128,,,,,,,,,,,,
1459,2257,,,,,,,,,,,,
1460,4020,,,,,,,,,,,,
1461,834,8.8,0.685,0.26,1.6,0.08800000000000001,16.0,23.0,0.9969399999999999,3.32,0.47,9.4,5.0
1462,2671,,,,,,,,,,,,
1463,1731,,,,,,,,,,,,
1464,1875,,,,,,,,,,,,
1465,3903,,,,,,,,,,,,
1466,2523,,,,,,,,,,,,
1467,3988,,,,,,,,,,,,
1468,4335,,,,,,,,,,,,
1469,26,7.6,0.41,0.24,1.8,0.08,4.0,11.0,0.9962,3.28,0.59,9.5,5.0
1470,4063,,,,,,,,,,,,
1471,3790,,,,,,,,,,,,
1472,3189,,,,,,,,,,,,
1473,2751,,,,,,,,,,,,
1474,3602,,,,,,,,,,,,
1475,4477,,,,,,,,,,,,
1476,4319,,,,,,,,,,,,
1477,2696,,,,,,,,,,,,
1478,3804,,,,,,,,,,,,
1479,4251,,,,,,,,,,,,
1480,4428,,,,,,,,,,,,
1481,1713,,,,,,,,,,,,
1482,4244,,,,,,,,,,,,
1483,1918,,,,,,,,,,,,
1484,3221,,,,,,,,,,,,
1485,995,7.7,0.6,0.06,2.0,0.079,19.0,41.0,0.99697,3.39,0.62,10.1,6.0
1486,2022,,,,,,,,,,,,
1487,1438,7.0,0.59,0.0,1.7,0.052000000000000005,3.0,8.0,0.996,3.41,0.47,10.3,5.0
1488,3726,,,,,,,,,,,,
1489,3426,,,,,,,,,,,,
1490,254,7.1,0.6,0.0,1.8,0.07400000000000001,16.0,34.0,0.9972,3.47,0.7,9.9,6.0
1491,1816,,,,,,,,,,,,
1492,4368,,,,,,,,,,,,
1493,1674,,,,,,,,,,,,
1494,4798,,,,,,,,,,,,
1495,4501,,,,,,,,,,,,
1496,1049,9.3,0.5,0.36,1.8,0.084,6.0,17.0,0.9970399999999999,3.27,0.77,10.8,6.0
1497,3488,,,,,,,,,,,,
1498,1671,,,,,,,,,,,,
1499,2786,,,,,,,,,,,,
1500,3239,,,,,,,,,,,,
1501,2505,,,,,,,,,,,,
1502,720,8.4,0.56,0.04,2.0,0.08199999999999999,10.0,22.0,0.9976,3.22,0.44,9.6,5.0
1503,1273,7.5,0.58,0.2,2.0,0.073,34.0,44.0,0.9949399999999999,3.1,0.43,9.3,5.0
1504,3800,,,,,,,,,,,,
1505,4555,,,,,,,,,,,,
1506,4740,,,,,,,,,,,,
1507,77,6.8,0.785,0.0,2.4,0.10400000000000001,14.0,30.0,0.9966,3.52,0.55,10.7,6.0
1508,4462,,,,,,,,,,,,
1509,4321,,,,,,,,,,,,
1510,2508,,,,,,,,,,,,
1511,1242,9.0,0.4,0.41,2.0,0.057999999999999996,15.0,40.0,0.9941399999999999,3.22,0.6,12.2,6.0
1512,3477,,,,,,,,,,,,
1513,1464,6.8,0.59,0.1,1.7,0.063,34.0,53.0,0.9958,3.41,0.67,9.7,5.0
1514,3936,,,,,,,,,,,,
1515,2627,,,,,,,,,,,,
1516,1533,8.0,0.39,0.3,1.9,0.07400000000000001,32.0,84.0,0.9971700000000001,3.39,0.61,9.0,5.0
1517,1186,6.6,0.8,0.03,7.8,0.079,6.0,12.0,0.9963,3.52,0.5,12.2,5.0
1518,1521,6.9,0.48,0.2,1.9,0.08199999999999999,9.0,23.0,0.99585,3.39,0.43,9.05,4.0
1519,3374,,,,,,,,,,,,
1520,3215,,,,,,,,,,,,
1521,4249,,,,,,,,,,,,
1522,2952,,,,,,,,,,,,
1523,2942,,,,,,,,,,,,
1524,2605,,,,,,,,,,,,
1525,3949,,,,,,,,,,,,
1526,4645,,,,,,,,,,,,
1527,1761,,,,,,,,,,,,
1528,1680,,,,,,,,,,,,
1529,4657,,,,,,,,,,,,
1530,2329,,,,,,,,,,,,
1531,4866,,,,,,,,,,,,
1532,968,9.0,0.4,0.43,2.4,0.068,29.0,46.0,0.9943,3.2,0.6,12.2,6.0
1533,933,7.4,0.61,0.01,2.0,0.07400000000000001,13.0,38.0,0.9974799999999999,3.48,0.65,9.8,5.0
1534,1179,8.2,0.35,0.33,2.4,0.076,11.0,47.0,0.9959899999999999,3.27,0.81,11.0,6.0
1535,1552,6.3,0.68,0.01,3.7,0.10300000000000001,32.0,54.0,0.9958600000000001,3.51,0.66,11.3,6.0
1536,402,12.2,0.48,0.54,2.6,0.085,19.0,64.0,1.0,3.1,0.61,10.5,6.0
1537,4240,,,,,,,,,,,,
1538,3204,,,,,,,,,,,,
1539,4157,,,,,,,,,,,,
1540,4278,,,,,,,,,,,,
1541,822,6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,5.0
1542,2127,,,,,,,,,,,,
1543,2241,,,,,,,,,,,,
1544,4569,,,,,,,,,,,,
1545,4263,,,,,,,,,,,,
1546,294,13.3,0.34,0.52,3.2,0.094,17.0,53.0,1.0014,3.05,0.81,9.5,6.0
1547,4306,,,,,,,,,,,,
1548,2006,,,,,,,,,,,,
1549,2074,,,,,,,,,,,,
1550,3029,,,,,,,,,,,,
1551,328,13.4,0.27,0.62,2.6,0.08199999999999999,6.0,21.0,1.0002,3.16,0.67,9.7,6.0
1552,1514,6.9,0.84,0.21,4.1,0.07400000000000001,16.0,65.0,0.9984200000000001,3.53,0.72,9.23333333333333,6.0
1553,4442,,,,,,,,,,,,
1554,1927,,,,,,,,,,,,
1555,669,11.3,0.34,0.45,2.0,0.08199999999999999,6.0,15.0,0.9988,2.94,0.66,9.2,6.0
1556,791,8.8,0.64,0.17,2.9,0.084,25.0,130.0,0.99818,3.23,0.54,9.6,5.0
1557,1402,7.6,0.3,0.42,2.0,0.052000000000000005,6.0,24.0,0.9963,3.44,0.82,11.9,6.0
1558,4058,,,,,,,,,,,,
1559,2771,,,,,,,,,,,,
1560,4101,,,,,,,,,,,,
1561,3318,,,,,,,,,,,,
1562,2624,,,,,,,,,,,,
1563,2053,,,,,,,,,,,,
1564,1213,9.6,0.38,0.42,1.9,0.071,5.0,13.0,0.99659,3.15,0.75,10.5,6.0
1565,911,9.1,0.28,0.46,9.0,0.114,3.0,9.0,0.9990100000000001,3.18,0.6,10.9,6.0
1566,1388,6.6,0.64,0.31,6.1,0.083,7.0,49.0,0.99718,3.35,0.68,10.3,5.0
1567,2895,,,,,,,,,,,,
1568,4655,,,,,,,,,,,,
1569,2067,,,,,,,,,,,,
1570,1379,7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.9955700000000001,3.36,0.62,10.8,6.0
1571,4599,,,,,,,,,,,,
1572,507,11.2,0.67,0.55,2.3,0.084,6.0,13.0,1.0,3.17,0.71,9.5,6.0
1573,3405,,,,,,,,,,,,
1574,4146,,,,,,,,,,,,
1575,664,12.1,0.4,0.52,2.0,0.092,15.0,54.0,1.0,3.03,0.66,10.2,5.0
1576,2852,,,,,,,,,,,,
1577,301,11.1,0.18,0.48,1.5,0.068,7.0,15.0,0.9973,3.22,0.64,10.1,6.0
1578,3353,,,,,,,,,,,,
1579,3675,,,,,,,,,,,,
1580,3104,,,,,,,,,,,,
1581,838,10.1,0.31,0.35,1.6,0.075,9.0,28.0,0.99672,3.24,0.83,11.2,7.0
1582,1366,7.3,0.74,0.08,1.7,0.094,10.0,45.0,0.9957600000000001,3.24,0.5,9.8,5.0
1583,1507,7.5,0.38,0.57,2.3,0.106,5.0,12.0,0.99605,3.36,0.55,11.4,6.0
1584,1895,,,,,,,,,,,,
1585,416,10.6,0.48,0.64,2.2,0.111,6.0,20.0,0.997,3.26,0.66,11.7,6.0
1586,3436,,,,,,,,,,,,
1587,1641,,,,,,,,,,,,
1588,3300,,,,,,,,,,,,
1589,1469,7.3,0.98,0.05,2.1,0.061,20.0,49.0,0.99705,3.31,0.55,9.7,3.0
1590,235,7.2,0.63,0.0,1.9,0.09699999999999999,14.0,38.0,0.99675,3.37,0.58,9.0,6.0
1591,1269,5.5,0.49,0.03,1.8,0.044000000000000004,28.0,87.0,0.9908,3.5,0.82,14.0,8.0
1592,4399,,,,,,,,,,,,
1593,4355,,,,,,,,,,,,
1594,4185,,,,,,,,,,,,
1595,2638,,,,,,,,,,,,
1596,3751,,,,,,,,,,,,
1597,790,7.4,0.37,0.43,2.6,0.08199999999999999,18.0,82.0,0.99708,3.33,0.68,9.7,6.0
1598,3578,,,,,,,,,,,,
1599,2223,,,,,,,,,,,,
1600,1590,6.3,0.55,0.15,1.8,0.077,26.0,35.0,0.9931399999999999,3.32,0.82,11.6,6.0
1601,897,7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,6.0
1602,2968,,,,,,,,,,,,
1603,1566,6.7,0.16,0.64,2.1,0.059000000000000004,24.0,52.0,0.9949399999999999,3.34,0.71,11.2,6.0
1604,212,11.6,0.44,0.64,2.1,0.059000000000000004,5.0,15.0,0.998,3.21,0.67,10.2,6.0
1605,1107,9.1,0.3,0.41,2.0,0.068,10.0,24.0,0.99523,3.27,0.85,11.7,7.0
1606,4341,,,,,,,,,,,,
1607,2140,,,,,,,,,,,,
1608,34,5.2,0.32,0.25,1.8,0.10300000000000001,13.0,50.0,0.9957,3.38,0.55,9.2,5.0
1609,3410,,,,,,,,,,,,
1610,3862,,,,,,,,,,,,
1611,2366,,,,,,,,,,,,
1612,4187,,,,,,,,,,,,
1613,237,7.2,0.645,0.0,1.9,0.09699999999999999,15.0,39.0,0.99675,3.37,0.58,9.2,6.0
1614,4364,,,,,,,,,,,,
1615,4032,,,,,,,,,,,,
1616,4024,,,,,,,,,,,,
1617,2260,,,,,,,,,,,,
1618,2159,,,,,,,,,,,,
1619,3900,,,,,,,,,,,,
1620,3238,,,,,,,,,,,,
1621,3969,,,,,,,,,,,,
1622,1415,6.2,0.58,0.0,1.6,0.065,8.0,18.0,0.9966,3.56,0.84,9.4,5.0
1623,2657,,,,,,,,,,,,
1624,3195,,,,,,,,,,,,
1625,3859,,,,,,,,,,,,
1626,1109,10.8,0.47,0.43,2.1,0.171,27.0,66.0,0.9982,3.17,0.76,10.8,6.0
1627,3086,,,,,,,,,,,,
1628,1304,7.6,0.79,0.21,2.3,0.087,21.0,68.0,0.9955,3.12,0.44,9.2,5.0
1629,4636,,,,,,,,,,,,
1630,4886,,,,,,,,,,,,
1631,4429,,,,,,,,,,,,
1632,3467,,,,,,,,,,,,
1633,2043,,,,,,,,,,,,
1634,4779,,,,,,,,,,,,
1635,3166,,,,,,,,,,,,
1636,4784,,,,,,,,,,,,
1637,3673,,,,,,,,,,,,
1638,2477,,,,,,,,,,,,
1639,4086,,,,,,,,,,,,
1640,142,5.2,0.34,0.0,1.8,0.05,27.0,63.0,0.9916,3.68,0.79,14.0,6.0
1641,44,6.8,0.67,0.02,1.8,0.05,5.0,11.0,0.9962,3.48,0.52,9.5,5.0
1642,3427,,,,,,,,,,,,
1643,2126,,,,,,,,,,,,
1644,1644,,,,,,,,,,,,
1645,2733,,,,,,,,,,,,
1646,216,8.7,0.625,0.16,2.0,0.10099999999999999,13.0,49.0,0.9962,3.14,0.57,11.0,5.0
1647,4295,,,,,,,,,,,,
1648,3615,,,,,,,,,,,,
1649,244,15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,7.0
1650,1097,8.6,0.52,0.38,1.5,0.096,5.0,18.0,0.99666,3.2,0.52,9.4,5.0
1651,2069,,,,,,,,,,,,
1652,624,6.8,0.69,0.0,5.6,0.124,21.0,58.0,0.9997,3.46,0.72,10.2,5.0
1653,2568,,,,,,,,,,,,
1654,3275,,,,,,,,,,,,
1655,1795,,,,,,,,,,,,
1656,2054,,,,,,,,,,,,
1657,1310,7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.9961200000000001,3.3,0.53,9.8,5.0
1658,3142,,,,,,,,,,,,
1659,4023,,,,,,,,,,,,
1660,4379,,,,,,,,,,,,
1661,3662,,,,,,,,,,,,
1662,1983,,,,,,,,,,,,
1663,1530,6.6,0.44,0.09,2.2,0.063,9.0,18.0,0.99444,3.42,0.69,11.3,6.0
1664,4558,,,,,,,,,,,,
1665,2634,,,,,,,,,,,,
1666,2516,,,,,,,,,,,,
1667,3808,,,,,,,,,,,,
1668,3653,,,,,,,,,,,,
1669,3155,,,,,,,,,,,,
1670,4043,,,,,,,,,,,,
1671,1470,10.0,0.69,0.11,1.4,0.084,8.0,24.0,0.9957799999999999,2.88,0.47,9.7,5.0
1672,1952,,,,,,,,,,,,
1673,3966,,,,,,,,,,,,
1674,866,6.8,0.49,0.22,2.3,0.071,13.0,24.0,0.9943799999999999,3.41,0.83,11.3,6.0
1675,2444,,,,,,,,,,,,
1676,3120,,,,,,,,,,,,
1677,4549,,,,,,,,,,,,
1678,3085,,,,,,,,,,,,
1679,4143,,,,,,,,,,,,
1680,2133,,,,,,,,,,,,
1681,3789,,,,,,,,,,,,
1682,1460,6.4,0.42,0.09,2.3,0.054000000000000006,34.0,64.0,0.99724,3.41,0.68,10.4,6.0
1683,931,7.4,0.61,0.01,2.0,0.07400000000000001,13.0,38.0,0.9974799999999999,3.48,0.65,9.8,5.0
1684,3914,,,,,,,,,,,,
1685,731,8.9,0.875,0.13,3.45,0.08800000000000001,4.0,14.0,0.9994,3.44,0.52,11.5,5.0
1686,4130,,,,,,,,,,,,
1687,865,7.2,0.635,0.07,2.6,0.077,16.0,86.0,0.9974799999999999,3.51,0.54,9.7,5.0
1688,1682,,,,,,,,,,,,
1689,3744,,,,,,,,,,,,
1690,1901,,,,,,,,,,,,
1691,914,7.3,0.305,0.39,1.2,0.059000000000000004,7.0,11.0,0.99331,3.29,0.52,11.5,6.0
1692,1094,6.6,0.725,0.09,5.5,0.11699999999999999,9.0,17.0,0.99655,3.35,0.49,10.8,6.0
1693,3805,,,,,,,,,,,,
1694,3543,,,,,,,,,,,,
1695,4802,,,,,,,,,,,,
1696,1183,6.8,0.66,0.07,1.6,0.07,16.0,61.0,0.99572,3.29,0.6,9.3,5.0
1697,1090,10.0,0.26,0.54,1.9,0.083,42.0,74.0,0.99451,2.98,0.63,11.8,8.0
1698,4860,,,,,,,,,,,,
1699,461,8.3,0.615,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61,9.3,5.0
1700,226,8.9,0.59,0.5,2.0,0.337,27.0,81.0,0.9964,3.04,1.61,9.5,6.0
1701,3415,,,,,,,,,,,,
1702,122,7.3,0.695,0.0,2.5,0.075,3.0,13.0,0.998,3.49,0.52,9.2,5.0
1703,3869,,,,,,,,,,,,
1704,4408,,,,,,,,,,,,
1705,4499,,,,,,,,,,,,
1706,421,6.6,0.84,0.03,2.3,0.059000000000000004,32.0,48.0,0.9952,3.52,0.56,12.3,7.0
1707,3769,,,,,,,,,,,,
1708,3331,,,,,,,,,,,,
1709,1180,8.2,0.35,0.33,2.4,0.076,11.0,47.0,0.9959899999999999,3.27,0.81,11.0,6.0
1710,4511,,,,,,,,,,,,
1711,1970,,,,,,,,,,,,
1712,3818,,,,,,,,,,,,
1713,2680,,,,,,,,,,,,
1714,1224,12.6,0.39,0.49,2.5,0.08,8.0,20.0,0.9992,3.07,0.82,10.3,6.0
1715,4884,,,,,,,,,,,,
1716,307,10.3,0.41,0.42,2.4,0.213,6.0,14.0,0.9994,3.19,0.62,9.5,6.0
1717,2574,,,,,,,,,,,,
1718,2722,,,,,,,,,,,,
1719,2066,,,,,,,,,,,,
1720,3967,,,,,,,,,,,,
1721,972,10.1,0.38,0.5,2.4,0.10400000000000001,6.0,13.0,0.9964299999999999,3.22,0.65,11.6,7.0
1722,2211,,,,,,,,,,,,
1723,1520,6.5,0.53,0.06,2.0,0.063,29.0,44.0,0.9948899999999999,3.38,0.83,10.3,6.0
1724,1305,7.5,0.61,0.26,1.9,0.073,24.0,88.0,0.9961200000000001,3.3,0.53,9.8,5.0
1725,4615,,,,,,,,,,,,
1726,4135,,,,,,,,,,,,
1727,2677,,,,,,,,,,,,
1728,4274,,,,,,,,,,,,
1729,4787,,,,,,,,,,,,
1730,2744,,,,,,,,,,,,
1731,2480,,,,,,,,,,,,
1732,4378,,,,,,,,,,,,
1733,2851,,,,,,,,,,,,
1734,4259,,,,,,,,,,,,
1735,53,8.6,0.38,0.36,3.0,0.081,30.0,119.0,0.997,3.2,0.56,9.4,5.0
1736,2746,,,,,,,,,,,,
1737,4596,,,,,,,,,,,,
1738,1380,7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.9955700000000001,3.36,0.62,10.8,6.0
1739,1236,7.8,0.55,0.0,1.7,0.07,7.0,17.0,0.99659,3.26,0.64,9.4,6.0
1740,1852,,,,,,,,,,,,
1741,2466,,,,,,,,,,,,
1742,1238,8.1,0.73,0.0,2.5,0.081,12.0,24.0,0.99798,3.38,0.46,9.6,4.0
1743,1165,8.5,0.44,0.5,1.9,0.369,15.0,38.0,0.99634,3.01,1.1,9.4,5.0
1744,4804,,,,,,,,,,,,
1745,1233,10.2,0.23,0.37,2.2,0.057,14.0,36.0,0.9961399999999999,3.23,0.49,9.3,4.0
1746,3007,,,,,,,,,,,,
1747,3835,,,,,,,,,,,,
1748,4092,,,,,,,,,,,,
1749,106,7.8,0.41,0.68,1.7,0.467,18.0,69.0,0.9973,3.08,1.31,9.3,5.0
1750,763,9.3,0.655,0.26,2.0,0.096,5.0,35.0,0.9973799999999999,3.25,0.42,9.6,5.0
1751,1235,6.0,0.33,0.32,12.9,0.054000000000000006,6.0,113.0,0.99572,3.3,0.56,11.5,4.0
1752,1576,8.0,0.3,0.63,1.6,0.081,16.0,29.0,0.9958799999999999,3.3,0.78,10.8,6.0
1753,3933,,,,,,,,,,,,
1754,4451,,,,,,,,,,,,
1755,4770,,,,,,,,,,,,
1756,379,8.3,0.42,0.38,2.5,0.094,24.0,60.0,0.9979,3.31,0.7,10.8,6.0
1757,289,11.6,0.42,0.53,3.3,0.105,33.0,98.0,1.001,3.2,0.95,9.2,5.0
1758,292,10.4,0.55,0.23,2.7,0.091,18.0,48.0,0.9994,3.22,0.64,10.3,6.0
1759,3448,,,,,,,,,,,,
1760,2922,,,,,,,,,,,,
1761,1231,7.8,0.815,0.01,2.6,0.07400000000000001,48.0,90.0,0.99621,3.38,0.62,10.8,5.0
1762,3527,,,,,,,,,,,,
1763,4273,,,,,,,,,,,,
1764,4296,,,,,,,,,,,,
1765,1615,,,,,,,,,,,,
1766,4439,,,,,,,,,,,,
1767,3950,,,,,,,,,,,,
1768,3311,,,,,,,,,,,,
1769,645,7.8,0.64,0.1,6.0,0.115,5.0,11.0,0.9984,3.37,0.69,10.1,7.0
1770,3241,,,,,,,,,,,,
1771,1039,8.9,0.5,0.21,2.2,0.08800000000000001,21.0,39.0,0.99692,3.33,0.83,11.1,6.0
1772,4505,,,,,,,,,,,,
1773,2365,,,,,,,,,,,,
1774,3100,,,,,,,,,,,,
1775,3297,,,,,,,,,,,,
1776,1014,8.0,0.58,0.16,2.0,0.12,3.0,7.0,0.99454,3.22,0.58,11.2,6.0
1777,4868,,,,,,,,,,,,
1778,2738,,,,,,,,,,,,
1779,4879,,,,,,,,,,,,
1780,926,9.4,0.24,0.33,2.3,0.061,52.0,73.0,0.9978600000000001,3.47,0.9,10.2,6.0
1781,1362,11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.9970399999999999,3.07,0.65,10.0333333333333,6.0
1782,4535,,,,,,,,,,,,
1783,162,7.8,0.53,0.04,1.7,0.076,17.0,31.0,0.9964,3.33,0.56,10.0,6.0
1784,2908,,,,,,,,,,,,
1785,3760,,,,,,,,,,,,
1786,716,8.0,0.43,0.36,2.3,0.075,10.0,48.0,0.9976,3.34,0.46,9.4,5.0
1787,157,7.1,0.43,0.42,5.5,0.071,28.0,128.0,0.9973,3.42,0.71,10.5,5.0
1788,3992,,,,,,,,,,,,
1789,1858,,,,,,,,,,,,
1790,1626,,,,,,,,,,,,
1791,438,10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,6.0
1792,3588,,,,,,,,,,,,
1793,568,9.8,0.5,0.49,2.6,0.25,5.0,20.0,0.9990000000000001,3.31,0.79,10.7,6.0
1794,2992,,,,,,,,,,,,
1795,959,8.0,0.59,0.05,2.0,0.08900000000000001,12.0,32.0,0.99735,3.36,0.61,10.0,5.0
1796,2714,,,,,,,,,,,,
1797,1387,7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,5.0
1798,1364,7.2,0.605,0.02,1.9,0.096,10.0,31.0,0.995,3.46,0.53,11.8,6.0
1799,2668,,,,,,,,,,,,
1800,2433,,,,,,,,,,,,
1801,4709,,,,,,,,,,,,
1802,2019,,,,,,,,,,,,
1803,2772,,,,,,,,,,,,
1804,1809,,,,,,,,,,,,
1805,3885,,,,,,,,,,,,
1806,4141,,,,,,,,,,,,
1807,172,8.0,0.42,0.17,2.0,0.073,6.0,18.0,0.9972,3.29,0.61,9.2,6.0
1808,1859,,,,,,,,,,,,
1809,586,11.1,0.31,0.49,2.7,0.094,16.0,47.0,0.9986,3.12,1.02,10.6,7.0
1810,1794,,,,,,,,,,,,
1811,2812,,,,,,,,,,,,
1812,786,9.9,0.35,0.41,2.3,0.083,11.0,61.0,0.9982,3.21,0.5,9.5,5.0
1813,267,7.9,0.35,0.46,3.6,0.078,15.0,37.0,0.9973,3.35,0.86,12.8,8.0
1814,3159,,,,,,,,,,,,
1815,2087,,,,,,,,,,,,
1816,2500,,,,,,,,,,,,
1817,2300,,,,,,,,,,,,
1818,100,8.3,0.61,0.3,2.1,0.084,11.0,50.0,0.9972,3.4,0.61,10.2,6.0
1819,2770,,,,,,,,,,,,
1820,1012,7.7,1.005,0.15,2.1,0.102,11.0,32.0,0.9960399999999999,3.23,0.48,10.0,5.0
1821,1156,8.5,0.18,0.51,1.75,0.071,45.0,88.0,0.99524,3.33,0.76,11.8,7.0
1822,4165,,,,,,,,,,,,
1823,1059,8.9,0.48,0.53,4.0,0.10099999999999999,3.0,10.0,0.9958600000000001,3.21,0.59,12.1,7.0
1824,1188,6.7,0.64,0.23,2.1,0.08,11.0,119.0,0.9953799999999999,3.36,0.7,10.9,5.0
1825,1084,7.2,0.38,0.3,1.8,0.073,31.0,70.0,0.99685,3.42,0.59,9.5,6.0
1826,295,10.8,0.5,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,5.0
1827,1893,,,,,,,,,,,,
1828,4440,,,,,,,,,,,,
1829,2699,,,,,,,,,,,,
1830,4676,,,,,,,,,,,,
1831,2373,,,,,,,,,,,,
1832,789,8.6,0.63,0.17,2.9,0.099,21.0,119.0,0.998,3.09,0.52,9.3,5.0
1833,1946,,,,,,,,,,,,
1834,3338,,,,,,,,,,,,
1835,2070,,,,,,,,,,,,
1836,3499,,,,,,,,,,,,
1837,4266,,,,,,,,,,,,
1838,231,8.0,0.38,0.06,1.8,0.078,12.0,49.0,0.99625,3.37,0.52,9.9,6.0
1839,2814,,,,,,,,,,,,
1840,1444,7.3,0.67,0.02,2.2,0.07200000000000001,31.0,92.0,0.99566,3.32,0.68,11.1,6.0
1841,519,7.3,0.365,0.49,2.5,0.08800000000000001,39.0,106.0,0.9966,3.36,0.78,11.0,5.0
1842,3678,,,,,,,,,,,,
1843,1605,,,,,,,,,,,,
1844,3316,,,,,,,,,,,,
1845,2495,,,,,,,,,,,,
1846,920,9.6,0.41,0.37,2.3,0.091,10.0,23.0,0.9978600000000001,3.24,0.56,10.5,5.0
1847,3421,,,,,,,,,,,,
1848,4281,,,,,,,,,,,,
1849,1482,7.2,0.58,0.54,2.1,0.114,3.0,9.0,0.9971899999999999,3.33,0.57,10.3,4.0
1850,1046,7.6,0.78,0.0,1.7,0.076,33.0,45.0,0.9961200000000001,3.31,0.62,10.7,6.0
1851,3211,,,,,,,,,,,,
1852,3937,,,,,,,,,,,,
1853,4213,,,,,,,,,,,,
1854,2781,,,,,,,,,,,,
1855,4189,,,,,,,,,,,,
1856,4783,,,,,,,,,,,,
